"co_grupo";"co_sub_grupo";"co_forma_organizacao";"co_procedimento";"no_procedimento"
"06";"04";"05";"0604050038";"CODEINA 30 MG (POR COMPRIMIDO)                                                                                                                                                                                                                            "
"06";"04";"05";"0604050046";"CODEINA 60 MG (POR COMPRIMIDO)                                                                                                                                                                                                                            "
"06";"04";"05";"0604050054";" MORFINA 10 MG/ML (POR AMPOLA DE 1 ML)                                                                                                                                                                                                                    "
"06";"04";"05";"0604050062";"MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML)                                                                                                                                                                                                       "
"06";"04";"05";"0604050070";"MORFINA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                            "
"06";"04";"05";"0604050089";"MORFINA 30 MG (POR COMPRIMIDO)                                                                                                                                                                                                                            "
"06";"04";"05";"0604050097";"MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA)                                                                                                                                                                                                       "
"06";"04";"05";"0604050100";"MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA)                                                                                                                                                                                                      "
"06";"04";"05";"0604050119";"MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA)                                                                                                                                                                                                     "
"06";"04";"06";"0604060017";"COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA (POR GRAMA)                                                                                                                              "
"06";"04";"06";"0604060025";"COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA  (POR GRAMA)                                                                                                                             "
"06";"04";"07";"0604070012";"TRIEXIFENIDIL 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                       "
"06";"04";"08";"0604080018";"CLOROQUINA 150 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"08";"0604080026";"HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO)                                                                                                                                                                                                                 "
"06";"04";"09";"0604090013";"CICLOFOSFAMIDA 50 MG (POR DRAGEA)                                                                                                                                                                                                                         "
"06";"04";"10";"0604100019";"DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML                                                                                                                                                                                             "
"06";"04";"11";"0604110014";"GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                   "
"06";"04";"11";"0604110022";"GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                  "
"06";"04";"11";"0604110030";"LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                       "
"06";"04";"11";"0604110049";"LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                      "
"06";"04";"11";"0604110057";"TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                       "
"06";"04";"11";"0604110065";"TRIPTORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                      "
"06";"04";"12";"0604120010";"CIPROTERONA 50 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"13";"0604130015";"DONEPEZILA 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"13";"0604130023";"DONEPEZILA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"13";"0604130031";"GALANTAMINA 8 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                                    "
"06";"04";"13";"0604130040";"GALANTAMINA 16 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                                   "
"06";"04";"13";"0604130058";"GALANTAMINA 24 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                                   "
"06";"04";"13";"0604130066";"RIVASTIGMINA 1,5 MG (POR CAPSULA)                                                                                                                                                                                                                         "
"06";"04";"13";"0604130074";"RIVASTIGMINA 2,0 MG/ML SOLUÇÃO ORAL (POR FRASCO DE 120 ML)                                                                                                                                                                                                "
"06";"04";"13";"0604130082";"RIVASTIGMINA 3 MG (POR CAPSULA)                                                                                                                                                                                                                           "
"06";"04";"13";"0604130090";"RIVASTIGMINA 4,5 MG (POR CAPSULA)                                                                                                                                                                                                                         "
"06";"04";"13";"0604130104";"RIVASTIGMINA 6 MG (POR CAPSULA)                                                                                                                                                                                                                           "
"06";"04";"13";"0604130112";"PIRIDOSTIGMINA 60 MG (POR COMPRIMIDO)                                                                                                                                                                                                                     "
"06";"04";"13";"0604130120";"RIVASTIGMINA 9 MG ADESIVO TRANSDÉRMICO                                                                                                                                                                                                                    "
"06";"04";"13";"0604130139";"RIVASTIGMINA 18 MG ADESIVO TRANSDÉRMICO                                                                                                                                                                                                                   "
"06";"04";"14";"0604140029";"DANAZOL 100 MG (POR CAPSULA)                                                                                                                                                                                                                              "
"06";"04";"14";"0604140037";"DANAZOL 200 MG (POR CAPSULA)                                                                                                                                                                                                                              "
"06";"04";"15";"0604150016";" PRIMIDONA 100 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"15";"0604150024";"PRIMIDONA 250 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"16";"0604160011";"PAMIDRONATO 30 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                           "
"06";"04";"16";"0604160020";"PAMIDRONATO 60 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                           "
"06";"04";"16";"0604160046";"RISEDRONATO 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"16";"0604160054";"RISEDRONATO 35 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"17";"0604170017";"HIDRÓXIDO DE ALUMÍNIO 230 MG (POR COMPRIMIDO)                                                                                                                                                                                                             "
"06";"04";"17";"0604170025";"HIDRÓXIDO DE ALUMÍNIO 300 MG (POR COMPRIMIDO)                                                                                                                                                                                                             "
"06";"04";"17";"0604170033";"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 100 ML)                                                                                                                                                                                         "
"06";"04";"17";"0604170041";"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 150 ML)                                                                                                                                                                                         "
"06";"04";"17";"0604170050";"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 240                                                                                                                                                                                             "
"06";"04";"18";"0604180012";"CLOBAZAM 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                           "
"06";"04";"18";"0604180020";" CLOBAZAM 20 MG (POR COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"19";"0604190018";"VIGABATRINA 500 MG (POR COMPRIMIDO)                                                                                                                                                                                                                       "
"06";"04";"20";"0604200013";"AMANTADINA 100 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"21";"0604210019";"ZIPRASIDONA 40 MG (POR CAPSULA)                                                                                                                                                                                                                           "
"06";"04";"21";"0604210027";"ZIPRASIDONA 80 MG (POR CAPSULA)                                                                                                                                                                                                                           "
"06";"04";"22";"0604220014";"ETOSSUXIMIDA 50 MG/ML (FRASCO DE 120 ML)                                                                                                                                                                                                                  "
"06";"04";"23";"0604230010";"OLANZAPINA 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"23";"0604230028";"OLANZAPINA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"23";"0604230036";"QUETIAPINA 25 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"23";"0604230044";"QUETIAPINA 100 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"23";"0604230052";"QUETIAPINA 200 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"23";"0604230060";"QUETIAPINA 300 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"23";"0604230079";"CLOZAPINA 25 MG (POR COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"23";"0604230087";"CLOZAPINA 100 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"24";"0604240015";"IMIGLUCERASE 200 U INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                          "
"06";"04";"24";"0604240023";"ALFATALIGLICERASE 200 U INJETÁVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                     "
"06";"04";"24";"0604240031";"IMIGLUCERASE 400 U INJETÁVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                          "
"06";"04";"24";"0604240040";"ALFAVELAGLICERASE 200 U INJETAVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                     "
"06";"04";"24";"0604240058";"ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA)                                                                                                                                                                                                     "
"06";"04";"24";"0604240066";"LARONIDASE 0,58 MG SOLUÇÃO INJETÁVEL (FRASCO DE 5 ML)                                                                                                                                                                                                     "
"06";"04";"24";"0604240074";"IDURSULFASE ALFA 2 MG/ML SOLUÇÃO INJETÁVEL (FRASCO DE 3 ML)                                                                                                                                                                                               "
"06";"04";"25";"0604250010";"FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA PREENCHIDA)                                                                                                                                                                                    "
"06";"04";"26";"0604260016";"SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)                                                                                                                                                                                       "
"06";"04";"27";"0604270011";" BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)                                                                                                                                                                                                            "
"06";"04";"27";"0604270020";"BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA)                                                                                                                                                                                                "
"06";"04";"27";"0604270038";"CIPROFIBRATO 100 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"27";"0604270046";" ETOFIBRATO 500 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"27";"0604270054";"FENOFIBRATO 200 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"27";"0604270062";"FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA)                                                                                                                                                                                                   "
"06";"04";"27";"0604270070";"GENFIBROZILA 600 MG (COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"27";"0604270089";"GENFIBROZILA 900 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"27";"0604270097";"ÁCIDO NICOTÍNICO 250MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                           "
"06";"04";"27";"0604270100";"ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                           "
"06";"04";"27";"0604270119";"ÁCIDO NICOTÍNICO 750 MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)                                                                                                                                                                                          "
"06";"04";"28";"0604280068";"BUDESONIDA 200 MCG (POR CAPSULA INALANTE)                                                                                                                                                                                                                 "
"06";"04";"28";"0604280076";"BUDESONIDA 400 MCG (POR CAPSULA INALANTE)                                                                                                                                                                                                                 "
"06";"04";"28";"0604280084";"BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES)                                                                                                                                                                                "
"06";"04";"28";"0604280092";"BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 200 DOSES)                                                                                                                                                                                "
"06";"04";"28";"0604280106";"METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA)                                                                                                                                                                                                           "
"06";"04";"29";"0604290012";"OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                       "
"06";"04";"29";"0604290020";"OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                        "
"06";"04";"29";"0604290039";"OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                       "
"06";"04";"29";"0604290047";"OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)                                                                                                                                                                                                               "
"06";"04";"29";"0604290063";"LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                       "
"06";"04";"29";"0604290071";"LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                       "
"06";"04";"29";"0604290080";"LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                      "
"06";"04";"30";"0604300018";"IMUNOGLOBULINA ANTI-HEPATITE B 100 UI INJETAVEL (POR FRASCO)                                                                                                                                                                                              "
"06";"04";"30";"0604300026";"IMUNOGLOBULINA ANTI-HEPATITE B 500 UI INJETAVEL (POR FRASCO)                                                                                                                                                                                              "
"06";"04";"30";"0604300034";"IMUNOGLOBULINA ANTI-HEPATITE B 600 UI INJETAVEL (POR FRASCO)                                                                                                                                                                                              "
"06";"04";"31";"0604310013";"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"31";"0604310021";"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"31";"0604310030";"IMUNOGLOBULINA HUMANA 2,5 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"31";"0604310048";"IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"31";"0604310056";"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"31";"0604310064";"IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)                                                                                                                                                                                                        "
"06";"04";"32";"0604320019";"EVEROLIMO 0,5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                         "
"06";"04";"32";"0604320027";"EVEROLIMO 0,75 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"32";"0604320035";"EVEROLIMO 1 MG (POR COMPRIMIDO)                                                                                                                                                                                                                           "
"06";"04";"32";"0604320043";"LEFLUNOMIDA 20 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"32";"0604320051";"MICOFENOLATO DE MOFETILA 500 MG (POR COMPRIMIDO)                                                                                                                                                                                                          "
"06";"04";"32";"0604320060";"MICOFENOLATO DE SODIO 180 MG (POR COMPRIMIDO)                                                                                                                                                                                                             "
"06";"04";"32";"0604320078";"MICOFENOLATO DE SODIO 360 MG (POR COMPRIMIDO)                                                                                                                                                                                                             "
"06";"04";"32";"0604320086";"SIROLIMO 1 MG (POR DRAGEA)                                                                                                                                                                                                                                "
"06";"04";"32";"0604320094";"SIROLIMO 2 MG (POR DRAGEA)                                                                                                                                                                                                                                "
"06";"04";"32";"0604320116";"NATALIZUMABE 300MG (POR FRASCO-AMPOLA)                                                                                                                                                                                                                    "
"06";"04";"32";"0604320124";"ABATACEPTE 250 MG INJETÁVEL (POR FRASCO AMPOLA).                                                                                                                                                                                                          "
"06";"04";"32";"0604320132";"FINGOLIMODE 0,5 MG (POR CÁPSULA)                                                                                                                                                                                                                          "
"06";"04";"32";"0604320140";"ABATACEPTE 125 MG INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                      "
"06";"04";"32";"0604320159";"CITRATO DE TOFACITINIBE 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                             "
"06";"04";"33";"0604330014";"ILOPROSTA 10 MCG/ML SOLUÇÃO PARA NEBULIZAÇÃO (AMPOLA DE 1 ML)                                                                                                                                                                                             "
"06";"04";"33";"0604330022";"CLOPIDOGREL 75 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"34";"0604340010";"CICLOSPORINA 10 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"34";"0604340028";"CICLOSPORINA 25 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"34";"0604340036";"CICLOSPORINA 50 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"34";"0604340044";"CICLOSPORINA 100 MG (POR CAPSULA)                                                                                                                                                                                                                         "
"06";"04";"34";"0604340052";"CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML)                                                                                                                                                                                                 "
"06";"04";"34";"0604340060";"TACROLIMO 1 MG (POR CAPSULA)                                                                                                                                                                                                                              "
"06";"04";"34";"0604340079";" TACROLIMO 5 MG (POR CAPSULA)                                                                                                                                                                                                                             "
"06";"04";"35";"0604350015";"SILDENAFILA 20 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"35";"0604350023";"SILDENAFILA 25 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"35";"0604350031";"SILDENAFILA 50 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"36";"0604360010";"ATORVASTATINA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"36";"0604360029";"ATORVASTATINA 20 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"36";"0604360037";"ATORVASTATINA 40 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"36";"0604360045";" ATORVASTATINA 80 MG (POR COMPRIMIDO)                                                                                                                                                                                                                     "
"06";"04";"36";"0604360053";"FLUVASTATINA 20 MG (POR CAPSULA)                                                                                                                                                                                                                          "
"06";"04";"36";"0604360061";"FLUVASTATINA 40 MG  (POR CAPSULA)                                                                                                                                                                                                                         "
"06";"04";"36";"0604360070";"LOVASTATINA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"36";"0604360088";"LOVASTATINA 20 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"36";"0604360096";"LOVASTATINA 40 MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"36";"0604360100";" PRAVASTATINA 10 MG (POR COMPRIMIDO)                                                                                                                                                                                                                      "
"06";"04";"36";"0604360118";"PRAVASTATINA 20MG (POR COMPRIMIDO)                                                                                                                                                                                                                        "
"06";"04";"36";"0604360126";"PRAVASTATINA 40 MG (POR COMPRIMIDO)                                                                                                                                                                                                                       "
"06";"04";"37";"0604370016";"SELEGILINA 5 MG (POR COMPRIMIDO)                                                                                                                                                                                                                          "
"06";"04";"37";"0604370024";"SELEGILINA 10 MG (POR DRAGEA OU COMPRIMIDO)                                                                                                                                                                                                               "
"06";"04";"38";"0604380011";"ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                      "
"06";"04";"38";"0604380020";"ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                                           "
"06";"04";"38";"0604380038";"ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)                                                                                                                                                                                     "
"06";"04";"38";"0604380046";" INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML)                                                                                                                                                                                             "
"06";"04";"38";"0604380054";"INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML)                                                                                                                                                                                              "
"06";"04";"38";"0604380062";"ADALIMUMABE 40 MG INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                                      "
"06";"04";"38";"0604380070";"CERTOLIZUMABE PEGOL 200 MG/ML INJETÁVEL (POR SERINGA PREENCHIDA)                                                                                                                                                                                          "
"06";"04";"38";"0604380089";"GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA                                                                                                                                                                                                        "
"06";"04";"39";"0604390017";"ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                             "
"06";"04";"39";"0604390025";"ALFAINTERFERONA 2B 5.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                             "
"06";"04";"39";"0604390033";"ALFAINTERFERONA 2B 10.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)                                                                                                                                                                                            "
"06";"04";"39";"0604390041";"ALFAPEGINTERFERONA 2A 180MCG (POR SERINGA PREENCHIDA)                                                                                                                                                                                                     "
"06";"04";"39";"0604390050";"ALFAPEGINTERFERONA 2B 80MCG (POR FRASCO-AMPOLA)                                                                                                                                                                                                           "
"06";"04";"39";"0604390068";"ALFAPEGINTERFERONA 2B 100MCG (POR FRASCO-AMPOLA)                                                                                                                                                                                                          "
"06";"04";"39";"0604390076";"ALFAPEGINTERFERONA 2B 120MCG (POR FRASCO-AMPOLA)                                                                                                                                                                                                          "
